train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;PR;gasolinac;ARIMA;(4, 2, 7);12;12;36002.12700932686;0.11360901396792333;27.272727272727273;-9.79769615144882;1135547.6382102156;0.9712831312842531;300561.87266357045;297121.9714351153;292175.51200275746;297936.9909313723;303262.76024125837;303933.61077505414;299117.91325057583;304547.46381972526;311698.57631107105;307485.0837160161;307973.22334449773;312905.4478181364;-4.2313261780499625;0.0005829074473018206;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
1990-01_2022-02;2022-03_2023-02;PR;gasolinac;ARIMA;(4, 2, 7);12;12;26063.574700874542;0.07196055846754243;36.36363636363637;2.7386562651557043;719005.1406568297;inf;261059.26639558072;258769.4363408071;255123.88672261403;259659.43874859653;264915.4850457021;264546.5611143613;261238.91384869866;266430.7685308665;271750.0339090099;268745.3420184283;269112.9100015656;273872.0701287084;-4.333104390885952;0.0003890932823161492;12;372;-3.4480516066132636;-2.869340997473759;-2.5709257824604;True
1990-01_2021-02;2021-03_2022-02;PR;gasolinac;ARIMA;(4, 2, 7);12;12;41350.91394480799;0.1367874845270254;45.45454545454545;11.507336214086695;979114.5281703285;1.0507837747536242;213806.18490189256;212068.55569473997;209123.15026799124;212250.45003149242;212090.56381926706;211636.14498543373;210946.4138937168;211054.35079368364;213466.92066171995;211103.66988003373;210818.12511976715;212820.09960782126;-4.1561000749167425;0.000781178616030982;12;360;-3.448645946352023;-2.869602139060357;-2.5710650077160495;True
1990-01_2020-02;2020-03_2021-02;PR;gasolinac;ARIMA;(4, 2, 7);12;12;24882.227734887223;0.09828272731476312;36.36363636363637;-5.0299527839293035;686700.2253263253;0.29448146199347547;218503.1583457315;226421.62596287995;215484.50004579677;208411.5574706277;219548.83603817498;223869.55281076496;215510.28472641335;210350.4973273379;218282.02164471662;224339.2538542215;214489.66686480024;210994.3603766225;-4.183822080118755;0.0007017027084028353;12;348;-3.4492815848836296;-2.8698813715275406;-2.5712138845950587;True
1990-01_2019-02;2019-03_2020-02;PR;gasolinac;ARIMA;(4, 2, 7);12;12;14285.772901050743;0.04981118367654303;72.72727272727273;4.690451373573859;169015.65599991044;0.18247956062185197;206681.55689297066;208528.49838351895;201494.13076736784;196724.00332752595;203584.4249420513;206795.59574348232;199873.50811229847;197316.31146586483;203244.17763770066;205172.44313238928;198882.7880979081;197398.50020167744;-3.770217505872223;0.003227157430583149;17;331;-3.4502615951739393;-2.8703117734117742;-2.5714433728242714;True
1990-01_2018-02;2018-03_2019-02;PR;gasolinac;ARIMA;(4, 2, 7);12;12;19201.68091007459;0.08958438765846762;63.63636363636363;-5.539403012611203;303094.32937800867;0.27268470748995777;230768.50656401683;226634.04090002147;219617.50960020456;216828.99151186933;223202.41215998115;221370.91507203484;215140.7655948533;215556.89213955757;218574.44645392676;217204.08347698755;211657.1181094324;212335.85672157785;-4.057047190446556;0.0011395570928612985;12;324;-3.450695263332383;-2.87050218926466;-2.5715449066453284;True
1990-01_2017-02;2017-03_2018-02;PR;gasolinac;ARIMA;(4, 2, 7);12;12;29483.448809840094;0.10312027025750004;54.54545454545455;-7.684219683349387;581623.4373906922;0.5809650556537271;264312.6412234429;272826.59700915654;265427.37998039497;257421.07474246845;268430.0479420736;274920.8452871755;268188.8020635111;264368.8770996013;272930.2518042912;279428.2906231909;271264.5898153946;269992.68480035296;-3.81608150082938;0.002746999874860278;12;312;-3.4514843502727306;-2.8708485956333556;-2.571729625657462;True
1990-01_2016-02;2016-03_2017-02;PR;gasolinac;ARIMA;(4, 2, 7);12;12;26927.40172732452;0.08283938010362095;63.63636363636363;8.657816958605649;424963.8211892969;0.725662479238038;225810.07473949823;222439.89832785857;221964.06715968702;223594.6046838891;224798.412472288;224856.9572339775;222298.82946375146;225038.16002019905;226677.9517167745;224056.15722480527;224956.95414403212;226134.85753511227;-3.15953796515018;0.022449528157338566;12;300;-3.4523371197407404;-2.871222860740741;-2.571929211111111;True
1990-01_2015-02;2015-03_2016-02;PR;gasolinac;ARIMA;(4, 2, 7);12;12;15651.96640833839;0.06430777094488684;36.36363636363637;-4.338779783779372;431733.08932892367;0.24509245191458107;234869.05563178955;227837.3420890351;228674.01764974138;219631.9747596099;224273.88711066943;226698.6737620388;224299.24853608024;222033.89684739822;221285.96374789783;226810.06236644913;222951.1496050398;219309.13343581423;-3.288469478078866;0.015401822666140739;12;288;-3.453261605529366;-2.87162848654246;-2.5721455328896603;True
1990-01_2014-02;2014-03_2015-02;PR;gasolinac;ARIMA;(4, 2, 7);12;12;20139.55802161064;0.069145257102307;54.54545454545455;3.976564901759414;396999.1019048933;0.49242115776512607;233227.23120253065;235857.6097831366;227582.85068427076;223836.15470453678;233082.67789312557;235468.23523098615;226960.5471818112;227061.039106233;235075.1027022073;234650.41934402683;227812.10438141375;229712.90756244227;-3.0798833396511105;0.0280781754987237;12;276;-3.4542672521624214;-2.87206958769775;-2.5723807881747534;True
