train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;PR;gasolinac;ARIMA;(1, 2, 9);12;12;51975.72905937541;0.16688353388753333;54.54545454545455;-16.01268339339396;1026766.0485149525;1.4409236847943827;298219.43238723685;300483.35770824936;310347.8716694863;298063.9187587691;316241.77330019174;319024.65972903726;320456.1745590039;328174.1233805277;328485.76695114915;357660.4311821863;335367.9733813154;332161.02291193046;-5.674374128295237;8.773362372684611e-07;9;387;-3.447360865754795;-2.8690374364690445;-2.5707639493486636;True
1990-01_2022-02;2022-03_2023-02;PR;gasolinac;ARIMA;(1, 2, 9);12;12;18296.48714050388;0.055923283530797535;72.72727272727273;-3.9252196743919097;216514.93700357684;inf;266816.5538750763;270380.58304440853;273206.69331670634;257209.15587644372;275257.40044013713;279693.37093648367;283225.55349293473;289449.6455083446;290301.94603484543;317600.73060282425;296930.2819029622;292703.16669393366;-5.691406218911117;8.055343985131709e-07;9;375;-3.447909006729481;-2.8692783343881483;-2.5708923751111112;True
1990-01_2021-02;2021-03_2022-02;PR;gasolinac;ARIMA;(1, 2, 9);12;12;40170.659270968485;0.14462815111429325;63.63636363636363;12.423142468090983;635041.8419568851;1.097233954989687;212645.1204364623;209207.7370811764;209573.0954591559;197900.94398726965;204694.24136797432;208789.0449455909;209235.14788060775;212987.98173016554;208770.46999219776;232624.2604332524;207974.17381597223;200483.81695092868;-5.51119515830449;1.9704063164458246e-06;9;363;-3.448493650810824;-2.8695352280356556;-2.5710293341377715;True
1990-01_2020-02;2020-03_2021-02;PR;gasolinac;ARIMA;(1, 2, 9);12;12;32216.45115289269;0.14618323249513498;72.72727272727273;-13.724992406702402;382499.16251547576;0.4348239289563352;231155.5653502346;229685.3136597918;226724.94286973783;222540.8299971683;234476.34045814403;233538.48995901132;231993.32591396355;237094.41403422586;236090.59435169384;262251.839209932;240878.53575620352;235533.1803711302;-5.437303073655572;2.8268009309100433e-06;9;351;-3.44911857009962;-2.8698097654570507;-2.5711757061225153;True
1990-01_2019-02;2019-03_2020-02;PR;gasolinac;ARIMA;(1, 2, 9);12;12;29891.379906757727;0.12109494632639504;63.63636363636363;11.954620208968754;472236.4507448062;0.43484582106852343;207002.59189336636;201459.93156291445;196584.28933155147;185094.0476640741;191340.6811986148;186863.25963853791;182830.79707600138;182724.76918564367;176470.93012712442;197550.99255139107;171562.39226917748;161332.9822450713;-5.272064030421774;6.254428719130971e-06;9;339;-3.4497880749874628;-2.870103829170425;-2.571332495975496;True
1990-01_2018-02;2018-03_2019-02;PR;gasolinac;ARIMA;(1, 2, 9);12;12;17120.56051022887;0.07011552500500438;81.81818181818181;-5.281242343315172;135309.80539884654;0.21170067964018296;233813.22710307213;232549.5535555616;225989.62078276288;215902.5584861663;220589.37359207086;220906.98755226796;217465.78460081422;218018.23473934896;209890.67232302282;230660.21716614589;203857.27405663012;192817.48443194613;-5.512422087810376;1.9585762606401503e-06;9;327;-3.45050711373316;-2.8704195794076743;-2.571500856923753;True
1990-01_2017-02;2017-03_2018-02;PR;gasolinac;ARIMA;(1, 2, 9);12;12;32164.181606821377;0.11431845061568273;54.54545454545455;-6.736640182152332;634662.5648120841;0.6506418035660201;260734.80419637705;259904.389483712;258026.37960144778;246998.8010367966;258712.1132626762;264258.7495521553;267503.6464680206;272704.87312127627;270314.542437678;295761.1339466566;275852.4665047441;270321.72502274375;-5.075885641538315;1.5671651699924006e-05;9;315;-3.451281394993741;-2.8707595072926293;-2.571682118921643;True
1990-01_2016-02;2016-03_2017-02;PR;gasolinac;ARIMA;(1, 2, 9);12;12;20548.800009509006;0.06581603352425433;72.72727272727273;6.8337524636378415;243256.16697239538;0.5727769227476414;233219.92397691868;227306.35819678917;229212.8818589614;219978.96049085044;228269.4433446838;227991.93732950636;227054.9055188884;230841.3901355602;226218.31614958573;249128.65398703946;227703.15875276705;219471.60794403622;-4.6056702497190045;0.00012609662937273857;9;303;-3.4521175397304784;-2.8711265007266666;-2.571877823851692;True
1990-01_2015-02;2015-03_2016-02;PR;gasolinac;ARIMA;(1, 2, 9);12;12;27355.189808382438;0.10443376850092684;27.272727272727273;10.185745448700754;862705.387337876;0.4065829462505541;217041.23068710146;199030.5802011462;200130.56727313067;191651.24748232318;189727.54743117077;197287.94599839667;195914.23638015732;195724.25739218754;186603.6058338188;204644.56098727562;178160.63057264598;167087.85061809124;-4.518841703208826;0.00018178640065292018;9;291;-3.4530232710482367;-2.871523926671883;-2.5720897694878424;True
1990-01_2014-02;2014-03_2015-02;PR;gasolinac;ARIMA;(1, 2, 9);12;12;17952.297429070728;0.06485209546893066;72.72727272727273;5.015747755351666;212511.42966948537;0.46647595655566526;234592.86848873724;230331.4385491988;225236.6491083743;218669.2283574738;229456.48205947393;229581.07125245722;228381.0947983171;229400.4393575775;225579.09436391364;246677.85121479564;225139.60078656374;217300.08659380858;-4.240407250771026;0.0005624706974484615;9;279;-3.4540076534999957;-2.8719557347997178;-2.5723200648758366;True
