train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;PR;gasolinac;ARIMA;(6, 2, 12);12;12;39862.996376418945;0.12668662746501208;45.45454545454545;-11.574064257598996;943708.8678878885;1.0871322346266223;303953.2820758618;305890.54090088536;300277.6552865848;287459.9705359712;306017.37163220823;314023.172636867;301827.2488714983;303417.2331944844;322933.60686270427;325950.13259043935;304280.4721071942;321558.9794897316;-4.226982612518422;0.0005929278702468498;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
1990-01_2022-02;2022-03_2023-02;PR;gasolinac;ARIMA;(6, 2, 12);12;12;22670.72517662753;0.06267570165599166;54.54545454545455;-0.9523622632177958;446830.68303577194;inf;273300.8701501037;273534.6480933635;265880.40235294646;254716.6619401005;271979.352124596;281231.0700311555;270934.2558510646;268323.8817661662;285953.73844402086;291289.45448472886;273590.0569959059;284987.8607574177;-4.314142508753229;0.0004198186789093128;12;372;-3.4480516066132636;-2.869340997473759;-2.5709257824604;True
1990-01_2021-02;2021-03_2022-02;PR;gasolinac;ARIMA;(6, 2, 12);12;12;33988.31195482589;0.12189524524673184;45.45454545454545;6.142655456596469;804562.5361314402;0.8988758884706806;227359.08106798423;232795.44828731017;231019.23139575025;212100.9614853305;216844.1299096558;231725.27568203895;221311.99787262018;214798.58047219744;231640.913352555;235961.77214203714;215574.78487336065;224106.40178002004;-4.136688874350212;0.0008417755947114724;12;360;-3.448645946352023;-2.869602139060357;-2.5710650077160495;True
1990-01_2020-02;2020-03_2021-02;PR;gasolinac;ARIMA;(6, 2, 12);12;12;29963.63443390744;0.13306299666523733;36.36363636363637;-10.596597931414754;827388.6569842506;0.3956129690336372;229626.05280196457;231001.4791262415;223918.17538358225;216566.07740134772;228867.61335872195;234390.09707993545;226757.72411505424;223410.19695917726;231387.34050593883;239051.00839109998;230230.46385883258;229129.39872718757;-4.166653075568609;0.0007499771067012441;12;348;-3.4492815848836296;-2.8698813715275406;-2.5712138845950587;True
1990-01_2019-02;2019-03_2020-02;PR;gasolinac;ARIMA;(6, 2, 12);12;12;13957.774527956859;0.050264459378855035;81.81818181818181;4.419455042142626;110193.16442744399;0.18301938589432462;207998.4031715754;208178.56992123812;203156.68096930755;199049.90023574303;206656.0361454035;209800.76493273236;197504.507450019;196407.08582468913;204621.33252580676;207718.46541919638;195745.40739173978;195755.83448860512;-4.015876013976699;0.0013296236812679369;12;336;-3.449962981927952;-2.870180642420163;-2.5713734527352607;True
1990-01_2018-02;2018-03_2019-02;PR;gasolinac;ARIMA;(6, 2, 12);12;12;17195.093803543237;0.07929537423856049;54.54545454545455;-4.3577828078091745;339032.60741556156;0.24299112701498005;234262.65599598564;222282.69622238356;220803.17322393353;217978.10362257177;220031.72529752614;219826.5884818501;212113.19177099914;210266.08302437846;217758.57178862893;215168.1072973551;201254.6136445472;207712.93214995085;-4.03165510035594;0.0012535313098681231;12;324;-3.450695263332383;-2.87050218926466;-2.5715449066453284;True
1990-01_2017-02;2017-03_2018-02;PR;gasolinac;ARIMA;(6, 2, 12);12;12;44166.01797305882;0.15451107889871357;63.63636363636363;-13.593030979399698;698391.7999805987;0.870918009206583;265994.0628290868;280581.116762609;283577.9034978085;266537.94269829267;274615.04280714167;291334.75820156175;287691.1008910882;278394.5174436392;286935.03278213285;301338.9642792319;296722.9396013648;292997.3717401523;-3.7955062272298488;0.002953628255367694;12;312;-3.4514843502727306;-2.8708485956333556;-2.571729625657462;True
1990-01_2016-02;2016-03_2017-02;PR;gasolinac;ARIMA;(6, 2, 12);12;12;18247.86330678691;0.04760019721663502;72.72727272727273;4.4845005387912895;215873.67580825;0.4232942750157767;235660.51173048888;227710.8117374472;229965.05909675217;229976.01730896515;235958.65310928188;236591.1129461466;231132.9813630701;232837.41518877872;240815.19658793067;241044.09854978623;232708.46230644378;241249.5475732159;-3.138960269118802;0.0238011130943111;12;300;-3.4523371197407404;-2.871222860740741;-2.571929211111111;True
1990-01_2015-02;2015-03_2016-02;PR;gasolinac;ARIMA;(6, 2, 12);12;12;22944.48525703561;0.08939651282006254;45.45454545454545;-8.256438637620903;542813.2096309023;0.333965374049342;249556.53108499869;247571.51505901662;234058.6374796591;222989.16287810716;229645.4613262695;244342.77867711155;229108.39038515292;219690.37066602186;236901.38627464778;245435.3345573383;219490.99324356683;221212.28286990206;-3.255517907534506;0.01698774922883186;12;288;-3.453261605529366;-2.87162848654246;-2.5721455328896603;True
1990-01_2014-02;2014-03_2015-02;PR;gasolinac;ARIMA;(6, 2, 12);12;12;17228.889765273016;0.05473048113689111;54.54545454545455;0.30876152071984503;339515.2076584909;0.37717023404444855;248399.14680721442;246054.28518867414;233928.69233274844;226025.84331831368;241414.36556351773;246863.20626041444;235183.6576301855;232426.2082728749;242479.28604679735;250047.28215870622;237812.02863890323;235510.94463579025;-3.0480671184496058;0.03064288843547768;12;276;-3.4542672521624214;-2.87206958769775;-2.5723807881747534;True
